title,just_watch_full_path,type,imdb_score,imdb_id,streaming_source,streaming_link,poster_url,youtube_link_ids,cast,rating,genres,runtime,director,synopsis
The Serpent,/sg/tv-show/the-serpent,SHOW,7.6,tt7985576,Netflix,http://www.netflix.com/title/80206099,/poster/242782527/{profile}/the-serpent.{format},"['TgB7rMuxY-s', 'Q55QbwZN9Ac']","[['Tahar Rahim', 'Charles Sobhraj'], ['Jenna Coleman', 'Marie-Andrée Leclerc'], ['Ellie Bamber', 'Angela Knippenberg'], ['Billy Howle', 'Herman Knippenberg'], ['Mathilde Warnier', 'Nadine Gires'], ['Grégoire Isvarine', 'Rémi Gires'], ['Tim McInnerny', 'Paul Siemons']]",83%  7.6 (42k),"Crime , Drama , Mystery & Thriller",57min,,"The twisting, real-life story of Charles Sobhraj, a murderer, thief and seductive master of disguise, who was a hidden darkness in the mid-70's on Asia's hippie trail."
Ghostbusters: Afterlife,/sg/movie/ghostbusters-afterlife,MOVIE,7.1,tt4513678,Netflix,http://www.netflix.com/title/81489818,/poster/258767348/{profile}/ghostbusters-afterlife.{format},"['ahZFCF--uRY', 'HR-WxNVLZhQ', 'G_ua10EMbSg', 'wlTLpHUyZ0Y']","[['Carrie Coon', 'Callie Spengler'], ['Finn Wolfhard', 'Trevor'], ['Mckenna Grace', 'Phoebe'], ['Paul Rudd', 'Gary Grooberson'], ['Logan Kim', 'Podcast'], [""Celeste O'Connor"", 'Lucky'], ['Bill Murray', 'Dr. Peter Venkman'], ['Dan Aykroyd', 'Dr. Raymond Stantz'], ['Ernie Hudson', 'Winston Zeddemore'], ['Annie Potts', 'Janine Melnitz'], ['Sigourney Weaver', 'Dana Barrett'], ['Bokeem Woodbine', 'Sheriff Domingo'], ['Tracy Letts', 'Jack (uncredited)'], ['J.K. Simmons', 'Ivo Shandor'], ['Josh Gad', 'Muncher (voice)'], ['Bob Gunton', 'The Ghost Farmer'], ['Billy Bryk', 'Zahk'], ['Sydney Mae Diaz', 'Swayze'], ['Shawn Seward', 'Skittles'], ['Hannah Duke', 'Reseda'], ['Paulina Jewel Alexis', 'Bunny'], ['Marlon Kazadi', 'Thick Neck'], ['Chiara Petersen', 'Burner Girl'], ['Danielle Kennedy', 'Roller Granny'], ['Artoun Nazareth', 'Rufus'], ['Crystal Roseborough', 'Crystal'], ['Dusan Rokvic', 'Landlord'], ['Emma Portner', 'Spirit of Gozer'], ['Stella Aykroyd', 'Deputy Medjuck'], ['Kim Faires', 'Waitress'], ['Shohreh Aghdashloo', 'Gozer (voice)'], ['Olivia Wilde', 'Gozer the Gozerian (uncredited)'], ['Harold Ramis', 'Dr. Egon Spengler (archive footage)'], ['Oliver Cooper', 'Elton (uncredited)'], ['CJ Collard', 'Diner Patron (uncredited)'], ['Bud Klasky', 'Sheriff / Restaurant (uncredited)'], ['Faith Louissaint', 'Diner Counter Staff (uncredited)'], [""Daniel D'Angelo Sparks"", 'Walmart Customer (uncredited)']]",83%  7.1 (168k),"Comedy , Action & Adventure , Drama , Horror , Crime , Fantasy , Science-Fiction",2h 4min,Jason Reitman,"When a single mom and her two kids arrive in a small town, they begin to discover their connection to the original Ghostbusters and the secret legacy their grandfather left behind."
Sell Your Haunted House,/sg/tv-show/sell-your-haunted-house,SHOW,7.6,tt14223310,Netflix,http://www.netflix.com/title/81609084,/poster/244252058/{profile}/sell-your-haunted-house.{format},[],"[['Jang Na-ra', 'Hong Ji-ah'], ['Jung Yong-hwa', 'Oh In-bum'], ['Kang Mal-geum', 'Joo Hwa-jung'], ['Kang Hong-suk', 'Heo Ji-cheol'], ['Ahn Kil-kang', 'Do Hak-sung'], ['Heo Dong-won', 'Kim Tae-jin'], ['Baik Ji-won', 'Lee Eun-hye'], ['Lee Chae-kyung', 'Secretary Choi'], ['Choi Woo-sung', 'Hyung-sik'], ['Park Han-sol', 'Joo Hwa-jung [Young]']]",84%  7.6,"Drama , Horror , Comedy , Fantasy",46min,Park Jin Suk,The story of a real estate agent who performs exorcism on real estates where ghosts appear or people die in and makes them clean items.
W: Two Worlds Apart,/sg/tv-show/w-two-worlds-apart,SHOW,8.1,tt5797194,Netflix,http://www.netflix.com/title/81042230,/poster/201450787/{profile}/w-two-worlds-apart.{format},['m0oe3YcTPoA'],"[['Lee Jong-suk', 'Kang Cheol'], ['Han Hyo-joo', 'Oh Yeon-joo'], ['Jung Eu-gene', 'Yoon So-hee'], ['Lee Tae-hwan', 'Seo Do-yoon'], ['Lee Si-eon', 'Park Soo-bong'], ['Park Won-sang', 'Han Cheol-ho'], ['Kim Eui-sung', 'Oh Sung-moo'], ['Kang Ki-young', 'Kang Seok-beom'], ['Heo Jung-do', ""Park Min Soo [Yeon Joo's boss]""], ['Cha Kwang-Soo', ""Son Hyun Suk [Kang Chul's boss]""], ['Nam Gi-ae', ""Kil Soo Sun [Yeon Joo's mom]""], ['Ryu Hye-rin', ""Sun Mi [Sung Moo's subordinate]""], ['Park Choong-seon', ""Kang Chul's father""], ['Kim Na-woon', ""[Kang Chul's mother]""], ['Lee Se-rang', ""Kil Soo Young [Yeon Joo's aunt]""], ['Seo Shin-ae', ""Kang Chul's younger sister""], ['Park Min-ha', 'Oh Yeon-joo (child)'], ['Yang Hye-ji', ""Yun-hee [Sung Moo's subordinate]""], ['Jung Ji-so', 'Oh Yeon-joo (teen)'], ['Ri Min', 'Team Leader Park']]",91%  8.1 (10k),"Science-Fiction , Comedy , Drama , Fantasy , Romance , Mystery & Thriller , Action & Adventure , Documentary",58min,Jung Dae-yoon,"W, a webtoon, is written and drawn by Yeon-joo's father and follows rich boy vigilante Chul as he attempts to find the culprit who murdered his family one fateful night. Despite the webtoon's popularity, Yeon-joo's father, Seong-moo, plans to abruptly end it by having Chul killed off."
Signal,/sg/tv-show/signal,SHOW,8.5,tt5332206,Netflix,http://www.netflix.com/title/80987077,/poster/172653447/{profile}/signal.{format},['JnX9ctyNrAI'],"[['Lee Je-hoon', 'Park Hae-Young'], ['Kim Hye-soo', 'Cha Soo-Hyun'], ['Cho Jin-woong', 'Lee Jae-Han'], ['Jang Hyun-sung', 'Kim Bum-Joo'], ['Jung Hae-kyun', 'Ahn Chi-Soo'], ['Kim Won-hae', 'Kim Gye-Chul'], ['Jung Han-bi', 'Oh Yoon-Seo'], ['Lee Yoo-jun', 'Jung Heon-Gi'], ['Kim Min-gue', 'Hwang Ui-Kyung'], ['Son Hyun-joo', 'Jang Young-Chul'], ['Lee Si-a', 'Kim Won-Kyung'], ['Kim Ki-chun', 'Lee Chun-Goo'], ['Lee Sang-yeob', 'Kim Jin-Woo'], ['Seo Eun-ah', 'Yoo Seung-Yeon'], ['Lee Dong-ha', 'Han Se-Gyu'], ['Kang Chan-hee', 'Park Sun-Woo'], ['Im Hwa-young', 'Cha Soo-Min'], ['Choi Woo-ri', 'Shin Yeo-Jin (ep.5-6)'], ['Park Si-eun', 'Oh Eun Ji']]",89%  8.5 (6k),"Crime , Fantasy , Science-Fiction , Mystery & Thriller , Drama",1h 11min,Kim Won-seok, Detectives from the present and a detective from the past communicate via walkie-talkie to solve a long-time unsolved case.
Outlander,/sg/tv-show/outlander,SHOW,8.4,tt3006802,Netflix,http://www.netflix.com/title/70285581,/poster/261396207/{profile}/outlander.{format},"['9hKRRq1aPO0', 'mJCGVL-3R7k', 'CY6hEQ9tnfU']","[['Caitríona Balfe', 'Claire Randall'], ['Sam Heughan', 'Jamie Fraser'], ['Sophie Skelton', 'Brianna Randall Fraser'], ['Richard Rankin', 'Roger Wakefield MacKenzie'], ['Mark Lewis Jones', ""Thomas 'Tom' Christie""], ['John Bell', 'Ian Fraser Murray'], ['César Domboy', 'Fergus Claudel Fraser'], ['Lauren Lyle', 'Marsali MacKimmie Fraser'], [""Caitlin O'Ryan"", 'Lizzie Wemyss']]",92%  8.4 (156k),"Science-Fiction , Drama , Fantasy , Romance",1h 0min,,"The story of Claire Randall, a married combat nurse from 1945 who is mysteriously swept back in time to 1743, where she is immediately thrown into an unknown world where her life is threatened. When she is forced to marry Jamie, a chivalrous and romantic young Scottish warrior, a passionate affair is ignited that tears Claire's heart between two vastly different men in two irreconcilable lives."
Slasher,/sg/tv-show/slasher,SHOW,6.7,tt4667888,Netflix,http://www.netflix.com/title/80105452,/poster/249473951/{profile}/slasher.{format},"['ePqLWOnwoUs', 'nGtRofrQLd4']","[['Jeananne Goossen', 'Dr. Trinh'], ['Sydney Meyer', 'Liv'], ['Paula Brancati', 'Christy'], ['Christopher Jacot', 'Seamus'], ['Jefferson Brown', 'Merle'], ['Patrice Goodman', 'Birgit'], ['Sabrina Grdevich', 'Florence'], ['David Cronenberg', 'Spencer'], ['Rachael Crawford', 'Grace'], ['Alex Ozerov', 'Theo']]",74%  6.7 (14k),"Mystery & Thriller , Crime , Drama , Horror",46min,,"Thirty years ago, in the sleepy community of Waterbury, a killer known as “The Executioner” murdered Sarah Bennett's parents. Now Sarah and her husband Dylan have returned to town, only to find herself the centerpiece in a series of horrifying murders centered around the seven deadly sins."
Mob Psycho 100,/sg/tv-show/mob-psycho-100,SHOW,8.6,tt5897304,Netflix,http://www.netflix.com/title/80179798,/poster/125590099/{profile}/mob-psycho-100.{format},['SdFgPGSmy0Y'],"[['Setsuo Ito', ""Shigeo 'Mob' Kageyama (voice)""], ['Takahiro Sakurai', 'Arataka Reigen (voice)'], ['Miyu Irino', 'Ritsu Kageyama (voice)'], ['Akio Otsuka', 'Dimple (voice)']]",94%  8.6 (29k),"Comedy , Animation , Action & Adventure , Fantasy , Horror , Science-Fiction , Drama",24min,,"Shigeo Kageyama, a.k.a. ""Mob,"" is a boy who has trouble expressing himself, but who happens to be a powerful esper. Mob is determined to live a normal life and keeps his ESP suppressed, but when his emotions surge to a level of 100%, something terrible happens to him! As he's surrounded by false espers, evil spirits, and mysterious organizations, what will Mob think? What choices will he make?"
The Sea Beast,/sg/movie/the-sea-beast,MOVIE,7.1,tt9288046,Netflix,http://www.netflix.com/title/81018682,/poster/284973112/{profile}/the-sea-beast.{format},"['P-E-IGQCsPo', 'Ua-b6CDFU-A', 'd6OrdQJAvnM', 'ozeOz8bD6ig']","[['Karl Urban', 'Jacob Holland (voice)'], ['Zaris-Angel Hator', 'Maisie Brumble (voice)'], ['Jared Harris', 'Captain Crow (voice)'], ['Marianne Jean-Baptiste', 'Sarah Sharpe (voice)'], ['Benjamin Plessala', 'Child 1 (voice)'], ['Somali Rose', 'Child 2 (voice)'], ['Kaya McLean', 'Child 3 (voice)'], ['Davis Pak', 'Child 4 / Village Boy (voice)'], ['Helen Sadler', 'Ms. Merino / Matron / Cart Driver (voice)'], ['Xana Tang', 'Lea the Lookout (voice)'], ['Alex Wyndham', 'Sailor #1 /Sailor #2 / Villager (voice)'], ['Brian T. Delaney', 'Jim Nicklebones (voice)'], ['Ian Mercer', 'Old Nick (voice)'], ['Shannon Chan-Kent', 'Fen (voice)'], ['Max Mittelman', 'Young Sailor (voice)'], ['Paul Chowdhry', 'Surgeon (voice)'], ['Jim Carter', 'King (voice)'], ['Doon Mackichan', 'Queen (voice)'], ['Dan Stevens', 'Admiral Hornagold (voice)'], ['Rajia Baroudi', 'General (voice)'], ['Kathy Burke', 'Gwen Batterbee (voice)'], [""Emily O'Brien"", 'Villager 1 / Villager 2 (voice)'], ['David S. Lee', 'Sergeant (voice)']]",85%  7.1 (29k),"Comedy , Kids & Family , Fantasy , Science-Fiction , Animation , Action & Adventure",1h 55min,Chris Williams,"When a young girl stows away on the ship of a legendary sea monster hunter, they launch an epic journey into uncharted waters - and make history to boot."
Great Teacher Onizuka,/sg/tv-show/great-teacher-onizuka,SHOW,8.4,tt0315008,Netflix,http://www.netflix.com/title/80124041,/poster/175616160/{profile}/great-teacher-onizuka.{format},['2JGl6UzfPkE'],"[['Wataru Takagi', 'Eikichi Onizuka (voice)'], ['Junko Noda', 'Miyabi Aizawa (voice)'], ['Isshin Chiba', 'Ryuuji Danma (voice)'], ['Junichi Suwabe', 'Kouji Fujiyoshi (voice)'], ['Kazuhiro Nakata', 'Hajime Fukuroda (voice)'], ['Fumiko Orikasa', 'Azusa Fuyutsuki (voice)'], ['Kotono Mitsuishi', 'Urumi Kanzaki (voice)'], ['Hikaru Midorikawa', 'Yoshito Kikuchi (voice)'], ['Yanagi Tomoki', 'Tadaaki Kusano (voice)'], ['Tomokazu Seki', 'Kunio Murai (voice)'], ['Ayako Kawasumi', 'Tomoko Nomura (voice)'], ['Yoshiko Okamoto', 'Ryouko Sakurai (voice)'], ['Katsumi Suzuki', 'Tadashi Sakurai (voice)'], ['Cho', 'Hiroshi Uchiyamada (voice)'], ['Akemi Okamura', 'Anko Uehara (voice)'], ['Kousuke Okano', 'Noboru Yoshikawa (voice)']]",91%  8.4 (3k),"Comedy , Drama , Animation , Action & Adventure , Romance",25min,,"Onizuka is an ex-biker and gang leader who has one goal, to become the greatest teacher. He learns of the power and respect possible as an intern teacher, using his strength and connections to get his students to respect him. Now, graduated, he gets a job at a prestigious private school to handle their 'problem class' that made the past few teachers quit. He must handle a different sort of trouble when the trouble makers include some of the smartest kids in Japan who prefer a more cerebral approach to torturing their teacher. Onizuka must slowly win his students over and deal with their mistrust of teachers while handling the distrust of his fellow teachers."
Arrival,/sg/movie/arrival,MOVIE,7.9,tt2543164,Netflix,http://www.netflix.com/title/80117799,/poster/8709095/{profile}/arrival.{format},"['tFMo3UJ4B4g', '7W1m5ER3I1Y', 'ZLO4X6UI8OY', 'WH9F4WkvhRk']","[['Amy Adams', 'Dr. Louise Banks'], ['Jeremy Renner', 'Ian Donnelly'], ['Forest Whitaker', 'Colonel G. T. Weber'], ['Michael Stuhlbarg', 'Agent Halpern'], ['Tzi Ma', 'General Shang'], [""Mark O'Brien"", 'Captain Marks'], ['Julia Scarlett Dan', 'Hannah (12 yrs. old)'], ['Abigail Pniowsky', 'Hannah (8 yrs. old)'], ['Jadyn Malone', 'Hannah (6 yrs. old)'], ['Carmela Nozza Guizzo', 'Hannah (4 yrs. old)'], ['Andrew Shaver', 'Environmental Tech'], ['Shawn Campbell', 'News Reporter'], ['Larry Day', 'Deputy Director of the CIA Dan Ryder'], ['Pat Kiely', 'Environmental Tech'], ['Frank Schorpion', 'Dr. Kettler'], ['Lucas Chartier-Dessert', 'Private Lasky'], ['Lucy Van Oldenbarneveld', 'CNAC Anchor'], ['Sonia Vigneault', 'Dr. J. Bydwell'], ['Mark Camacho', 'Richard Riley'], ['Sabrina Reeves', 'Press Secretary'], ['Russell Yuen', 'Chinese Scientist'], ['Julian Casey', 'Australian Scientist'], ['Tony Robinow', 'British Scientist'], ['Anana Rydvald', 'Danish Scientist'], ['Ruth Chiang', 'Chinese Scientist'], ['Sergiy Marchenko', 'Russian Officer'], ['Brittany Teo', 'Student with Smartphone'], ['Chistian Jadah', 'Private Combs'], ['Joe Cobden', 'Cryptographer #1'], ['Lorne Brass', 'Cryptographer #2'], ['Genevieve Sirois', 'Cryptographer #3'], ['Abdul Ayoola', 'Sierra Leone Representative'], ['Bineyam Girma', 'Sudanese representative'], ['Abdelghafour Elaaziz', 'African Representative'], ['Daniel Esteban', 'Venezuelan Representative'], ['Hal Roberts', 'American TV News Anchor'], ['Matthew Willson', 'Preacher'], ['Victor Andres Trelles Turgeon', 'Science Team Member #1'], ['Michael Nangreaves', 'Science Team Member #2'], ['Robert D. Morais', 'Master Sergeant Douglas'], ['Mustafa Haidari', 'Foreign Correspondent'], ['Albert Kwan', 'Chinese Man'], ['Reda Guerinik', 'Communications Operator #1'], ['Adrien Benn', 'Communications Operator #2'], ['Sasha Samar', 'Communications Operator #3'], ['Kathleen Stavert', 'Communications Operator #4'], ['Kattia Thony', 'Nurse'], ['Leisa Reid', 'Nurse'], ['Brent Skagford', 'Lieutenant'], ['Gurdeep Ahluwalia', 'Soldier'], ['Brian Dunstan', 'TV Anchor'], ['Dan Duran', 'TV Anchor'], ['Lori Graham', 'TV Anchor'], ['Orla Johannes', 'TV Anchor'], ['Sangita Patel', 'TV Anchor'], ['Tammie Sutherland', 'TV Anchor'], ['Max Walker', 'TV Anchor'], ['John Sanford Moore', 'TV Anchor'], ['Camille Ross', 'TV Anchor'], ['Ola Sturik', 'TV Anchor'], ['Karen Belfo', 'Skype CIA Agent (uncredited)'], ['Chloë Bellande', 'MIT College girl (uncredited)'], ['Philippe Hartmann', ""Halpern's Deputy Director (uncredited)""], ['Laurean Adrian Parau', 'US Army Major (uncredited)'], ['Nathaly Thibault', 'Gala Guest (uncredited)'], ['Leslie Baker', 'Middle Aged Woman (uncredited)'], ['Christian Jadah', 'Private Combs'], ['Alex M. Yeuh', 'Japanese Minister'], ['Dave Campbell', 'Soldier'], ['Alexander Da Mota', 'Venezuelan Military'], ['Akul Dang', 'Pakistani Scientist'], ['Frank Fiola', 'Soldier']]",86%  7.9 (680k),"Science-Fiction , Mystery & Thriller , Drama",1h 56min,Denis Villeneuve,"Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat."
Rick and Morty,/sg/tv-show/rick-and-morty,SHOW,9.2,tt2861424,Netflix,http://www.netflix.com/title/80014749,/poster/175781586/{profile}/rick-and-morty.{format},"['_uUcMwsR5hg', 'BFTSrbB2wII', 'EBYsx1QWF9A', '-PVNKvIDRwI']","[['Justin Roiland', 'Rick Sanchez / Morty Smith (voice)'], ['Chris Parnell', 'Jerry Smith (voice)'], ['Spencer Grammer', 'Summer Smith (voice)'], ['Sarah Chalke', 'Beth Smith (voice)']]",100%  9.2 (490k),"Science-Fiction , Action & Adventure , Animation , Comedy",22min,,"Rick is a mentally-unbalanced but scientifically gifted old man who has recently reconnected with his family. He spends most of his time involving his young grandson Morty in dangerous, outlandish adventures throughout space and alternate universes. Compounded with Morty's already unstable family life, these events cause Morty much distress at home and school."
Jana Gana Mana,/sg/movie/jana-gana-mana-2022,MOVIE,8.3,tt13391710,Netflix,http://www.netflix.com/title/81611931,/poster/269545386/{profile}/jana-gana-mana-2022.{format},[],"[['Prithviraj Sukumaran', 'DCP Aravind Swaminathan'], ['Suraj Venjaramoodu', 'ACP Sajjan Kumar'], ['Mamta Mohandas', 'Saba Mariam'], ['Vincy Aloshious', 'Gouri'], ['Shari', 'Shabana'], ['Sri Divya', 'Padma'], ['Shammi Thilakan', 'Raghuram Iyer'], ['Kitty', 'Alok Varma'], ['Ilavarasu', 'Anbumani'], ['Dhanya Ananya', 'Vidya'], ['Druvan', 'Shaheen'], ['G. M. Sundar', 'Nageswara Rao'], ['Priyanka Nair', 'Anitha Sajjan'], ['Vaishnavi Venugopal', 'Sana'], ['Vinod Sagar', 'Victor'], ['Harikrishnan', 'Mathew'], ['Pasupathi Raj', 'Moorthi'], ['Rajesh Balraj', 'Pavan Shetty'], ['Josekutty Jacob', 'Kishore'], ['Mammootty', 'Self - Narrator (voice)'], ['Chithra Iyer', 'Swetha Guptha'], ['Midhun Venugopal', 'Om Prakash'], ['Dijo Jose Antony', 'Professor Maharajas'], ['Geethi Sangeetha', 'Mother Of Ahammed']]",87%  8.3 (10k),"Crime , Drama , Mystery & Thriller",2h 42min,Dijo Jose Antony,"Ramanagara wakes up to a series of events that shocks the entire Nation. In this crisis, two individuals with two different perspectives on law and justice intervene to define the truth."
Mr. Robot,/sg/tv-show/mr-robot,SHOW,8.6,tt4158110,Netflix,http://www.netflix.com/title/80045933,/poster/145305376/{profile}/mr-robot.{format},"['xIBiJ_SzJTA', 'N6HGuJC--rk', 'ESLDL8H1qG0']","[['Rami Malek', 'Elliot Alderson'], ['Christian Slater', 'Mr. Robot'], ['Carly Chaikin', 'Darlene'], ['BD Wong', 'Whiterose'], ['Grace Gummer', 'Dominique DiPierro']]",93%  8.6 (380k),"Crime , Drama , Mystery & Thriller",49min,,"A contemporary and culturally resonant drama about a young programmer, Elliot, who suffers from a debilitating anti-social disorder and decides that he can only connect to people by hacking them. He wields his skills as a weapon to protect the people that he cares about. Elliot will find himself in the intersection between a cybersecurity firm he works for and the underworld organizations that are recruiting him to bring down corporate America."
Becoming Witch,/sg/tv-show/becoming-witch,SHOW,6.4,tt20916926,Netflix,http://www.netflix.com/title/81616580,/poster/289314435/{profile}/becoming-witch.{format},[],"[['Lee Yu-ri', 'Gong Ma-ri'], ['Lee Min-young', 'Chae Hee-soo'], ['Yoon Soy', 'Yang Jin-ah'], ['Jung Sang-hoon', 'Lee Nak-goo'], ['Kim Young-jae', 'Nam Mu-yeong'], ['Ryu Yeon-seok', 'Kim Woo-bin'], ['Kim Sa-Kwon', 'Jang Sang-pil']]",63%  6.4,"Mystery & Thriller , Drama , Comedy",1h 4min,Kim Yoon Cheol,"Three female friends, who come from totally different backgrounds, encounter enemies that they want to kill."
Virgin River,/sg/tv-show/virgin-river,SHOW,7.4,tt9077530,Netflix,http://www.netflix.com/title/80240027,/poster/160380002/{profile}/virgin-river.{format},['DMNjH5MlQXc'],"[['Alexandra Breckenridge', 'Melinda Monroe'], ['Martin Henderson', 'Jack Sheridan'], ['Colin Lawrence', 'John ""Preacher"" Middleton'], ['Benjamin Hollingsworth', 'Dan Brady'], ['Lauren Hammersley', 'Charmaine Roberts'], ['Tim Matheson', 'Vernon ""Doc"" Mullins'], ['Grayson Maxwell Gurnsey', 'Ricky'], ['Sarah Dugdale', 'Lizzie'], ['Marco Grazzini', 'Mike Valenzuela'], [""Annette O'Toole"", 'Hope McCrea'], ['Zibby Allen', 'Brie'], ['Mark Ghanimé', 'Dr. Cameron Hayek']]",85%  7.4 (37k),"Drama , Romance",44min,,"After seeing an ad for a midwife, a recently divorced big-city nurse moves to the redwood forests of California, where she meets an intriguing man."
Haikyu!!,/sg/tv-show/haikyu,SHOW,8.7,tt8943066,Netflix,http://www.netflix.com/title/80090673,/poster/173574304/{profile}/haikyu.{format},['JOGp2c7-cKc'],"[['Ayumu Murase', 'Shouyou Hinata (voice)'], ['Kaito Ishikawa', 'Tobio Kageyama (voice)'], ['Daisuke Namikawa', 'Tooru Oikawa (voice)'], ['Nobuhiko Okamoto', 'Yuu Nishinoya (voice)'], ['Koki Uchiyama', 'Kei Tsukishima (voice)'], ['Miyu Irino', 'Koushi Sugawara (voice)'], ['Soma Saito', 'Tadashi Yamaguchi (voice)'], ['Yoshimasa Hosoya', 'Asahi Azumane (voice)'], ['Satoshi Hino', 'Daichi Sawamura (voice)'], ['Kaori Nazuka', 'Kiyoko Shimizu (voice)'], ['Hiroshi Kamiya', 'Ittetsu Takeda (voice)'], ['Hisao Egawa', 'Keishin Ukai (voice)'], ['Nobuyori Sagara', 'Hisashi Kinoshita (voice)'], ['Koutaro Nishiyama', 'Kazuhito Narita (voice)'], ['Yuu Hayashi', 'Ryuunosuke Tanaka (voice)'], ['Toshiki Masuda', 'Chikara Ennoshita (voice)'], ['Sumire Morohoshi', 'Hitoka Yachi (voice)']]",96%  8.7 (24k),"Drama , Animation , Comedy , Sport",24min,,"Based off of the original Weekly Shonen Jump manga series from Haruichi Furudate, Haikyu!! is a slice-of-life sports anime revolving around Shouyou Hinata's love of volleyball. Inspired by a small-statured pro volleyball player, Hinata creates a volleyball team in his last year of middle school. Unfortunately the team is matched up against the ""King of the Court"" Tobio Kageyama's team in their first tournament and inevitably lose. After the crushing defeat, Hinata vows to surpass Kageyama. After entering high school, Hinata joins the volleyball team only to find that Tobio has also joined."
Peaky Blinders,/sg/tv-show/peaky-blinders,SHOW,8.8,tt2442560,Netflix,http://www.netflix.com/title/80002479,/poster/178308115/{profile}/peaky-blinders.{format},"['EM12mcTEI88', 't5D4-nTAWLY', 'uIJ07Wg5i0k', '_zCZRnmupXY']","[['Cillian Murphy', 'Tommy Shelby'], ['Paul Anderson', 'Arthur Shelby'], ['Sophie Rundle', 'Ada Shelby'], [""Natasha O'Keeffe"", 'Lizzie Stark']]",98%  8.8 (518k),"Crime , Drama , Made in Europe",58min,,"A gangster family epic set in 1919 Birmingham, England and centered on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby, who means to move up in the world."
Trainwreck: Woodstock '99,/sg/tv-show/clusterf-k-woodstock-99,SHOW,7.5,tt21217912,Netflix,http://www.netflix.com/title/81280924,/poster/296649287/{profile}/clusterf-k-woodstock-99.{format},['Tm5uUzbUwR4'],[],79%  7.5 (5k),"Documentary , History , Music & Musical",48min,Jamie Crawford,"Woodstock 1969 promised peace and music, but its '99 revival delivered days of rage, riots and real harm. Why did it go so horribly wrong?"
Naruto,/sg/tv-show/naruto,SHOW,8.4,tt0409591,Netflix,http://www.netflix.com/title/70205012,/poster/138627711/{profile}/naruto.{format},['-G9BqkgZXRA'],"[['Junko Takeuchi', 'Naruto Uzumaki (voice)'], ['Noriaki Sugiyama', 'Sasuke Uchiha (voice)'], ['Chie Nakamura', 'Sakura Haruno (voice)'], ['Kazuhiko Inoue', 'Kakashi Hatake (voice)'], ['Hidekatsu Shibata', 'Hiruzen Sarutobi (3º Hokage) (voice)'], ['Kōichi Tōchika', 'Neji Hyuga (voice)'], ['Yōichi Masukawa', 'Rock Lee (voice)'], ['Masashi Ebara', 'Might Guy (voice)'], ['Yukari Tamura', 'Tenten (voice)'], ['Ryoka Yuzuki', 'Ino Yamanaka (voice)'], ['Showtaro Morikubo', 'Shikamaru Nara (voice)'], ['Kentaro Ito', 'Choji Akimichi (voice)'], ['Shinji Kawada', 'Shino Aburame (voice)'], ['Nana Mizuki', 'Hinata Hyuga (voice)'], ['Kohsuke Toriumi', 'Kiba Inuzuka (voice)'], ['Hideo Ishikawa', 'Itachi Uchiha (voice)'], ['Tomoyuki Dan', 'Kisame Hoshigaki (voice)'], ['Akira Ishida', 'Gaara (voice)'], ['Toshihiko Seki', 'Iruka Umino (voice)'], ['Nobutoshi Canna', 'Kabuto Yakushi (voice)'], ['Kujira', 'Orochimaru (voice)'], ['Hochu Otsuka', 'Jiraiya (voice)'], ['Keiko Nemoto', 'Shizune (voice)'], ['Rumi Rakugou', 'Kurenai Yuuhi (voice)'], ['Romi Park', 'Temari (voice)'], ['Jurota Kosugi', 'Asuma Sarutobi (voice)'], ['Kouyori Katase', 'Kankuro (voice)'], ['Masako Katsuki', 'Tsunade (voice)']]",93%  8.4 (97k),"Action & Adventure , Science-Fiction , Comedy , Animation , Fantasy , Mystery & Thriller",23min,Hayato Date,"In another world, ninja are the ultimate power, and in the Village Hidden in the Leaves live the stealthiest ninja in the land. Twelve years earlier, the fearsome Nine-Tailed Fox terrorized the village and claimed many lives before it was subdued and its spirit sealed within the body of a baby boy. That boy, Naruto Uzumaki, has grown up to become a ninja-in-training who's more interested in pranks than in studying ninjutsu.. but Naruto is determined to become the greatest ninja ever!"
Don,/sg/movie/don-2022,MOVIE,6.9,tt10709484,Netflix,http://www.netflix.com/title/81588444,/poster/284148508/{profile}/don-2022.{format},"['s5ak-NY6OC8', 'JjHs0xin1d0']","[['Sivakarthikeyan', 'Don/Chakaravarthi'], ['Priyanka Arul Mohan', 'Angayarkanni'], ['S. J. Suryah', 'Boominathan'], ['Samuthirakani', ""Chakaravarthi's Father""], ['Soori', 'Perusu'], ['Balasaravanan', ""Don's Friend""], ['Mirchi Vijay', ""Don's Friend""], ['Gautham Vasudev Menon', 'Himself (Cameo Appearance)']]",76%  6.9 (7k),"Comedy , Romance , Action & Adventure , Drama",2h 44min,Cibi Chakaravarthi,A youngster who is still figuring out what his passion is gets into an engineering college where he clashes with a disciplinarian faculty.
